#1.3									
1170	6	3	2						
100ng/ml VEGF165 (Hs 578T)	Hs 578T	VEGF165	100ng/ml	5239.246451	4871.683212	4442.982942	6998.567943	6117.778388	5160.657844
1ng/ml VEGF165 (MDA-MB-134-VI)	MDA-MB-134-VI	VEGF165	1ng/ml	842.221377	1926.150266	1883.804091	2636.345947	3984.237482	1786.844534
100ng/ml VEGF165 (MDA-MB-134-VI)	MDA-MB-134-VI	VEGF165	100ng/ml	842.221377	1763.006053	1884.026965	3102.659087	3340.962336	2682.366841
1ng/ml VEGF165 (MDA-MB-157)	MDA-MB-157	VEGF165	1ng/ml	1069.931871	2971.404704	1708.078244	1493.359255	252.4573021	252.4573021
100ng/ml VEGF165 (MDA-MB-157)	MDA-MB-157	VEGF165	100ng/ml	1069.931871	1069.931871	1628.049096	440.4478258	252.4573021	252.4573021
1ng/ml VEGF165 (MDA-MB-175-VII)	MDA-MB-175-VII	VEGF165	1ng/ml	13954.94901	16647.40638	14457.21558	25875.09413	30858.81094	26024.98627
100ng/ml VEGF165 (MDA-MB-175-VII)	MDA-MB-175-VII	VEGF165	100ng/ml	13905.07108	15525.15287	13769.06917	29842.79116	29270.70623	24426.36026
1ng/ml VEGF165 (MDA-MB-361)	MDA-MB-361	VEGF165	1ng/ml	1991.355284	2508.179726	1196.02181	744.0345641	2576.015595	166.1702235
100ng/ml VEGF165 (MDA-MB-361)	MDA-MB-361	VEGF165	100ng/ml	2374.037423	2620.236384	2019.242227	1182.336586	1833.906572	640.6938414
1ng/ml VEGF165 (MDA-MB-415)	MDA-MB-415	VEGF165	1ng/ml	32976.55796	38735.22279	38421.97187	3199.585132	298.0497364	982.6986899
100ng/ml VEGF165 (MDA-MB-415)	MDA-MB-415	VEGF165	100ng/ml	41082.84372	36144.48775	35245.79068	485.1971491	850.9859374	1018.802659
1ng/ml VEGF165 (MDA-MB-436)	MDA-MB-436	VEGF165	1ng/ml	8891.988816	12727.22134	4982.747525	8225.60191	7359.911452	2360.487221
100ng/ml VEGF165 (MDA-MB-436)	MDA-MB-436	VEGF165	100ng/ml	11516.83979	9127.545794	10373.70166	9961.800742	5746.480282	6386.371031
1ng/ml VEGF165 (MDA-MB-453)	MDA-MB-453	VEGF165	1ng/ml	6002.347274	6952.477203	6194.306956	3164.197992	3195.078511	2453.577705
100ng/ml VEGF165 (MDA-MB-453)	MDA-MB-453	VEGF165	100ng/ml	6308.717344	6898.394124	6395.935122	2396.728082	2965.347097	2409.866116
1ng/ml VEGF165 (MDA-MB-468)	MDA-MB-468	VEGF165	1ng/ml	25139.88874	25855.48735	27970.00207	4139.200454	3608.949066	4023.01974
100ng/ml VEGF165 (MDA-MB-468)	MDA-MB-468	VEGF165	100ng/ml	25205.57466	19953.86746	24177.58483	3598.136495	2774.167783	4324.683216
1ng/ml VEGF165 (T47D)	T47D	VEGF165	1ng/ml	6767.907775	7542.230588	6021.673407	2542.269333	5202.857976	2216.598525
100ng/ml VEGF165 (T47D)	T47D	VEGF165	100ng/ml	7324.635164	7565.18749	7522.874768	4288.647839	3194.524216	1717.985498
1ng/ml VEGF165 (UACC-812)	UACC-812	VEGF165	1ng/ml	5431.092889	5713.012636	4711.122293	28059.1787	26241.21489	25580.69478
100ng/ml VEGF165 (UACC-812)	UACC-812	VEGF165	100ng/ml	8048.203683	4733.707295	4412.607479	30726.71564	25087.3903	24701.06455
1ng/ml VEGF165 (UACC-893)	UACC-893	VEGF165	1ng/ml	22437.70382	22870.86639	31331.38358	2073.098393	2073.098393	2073.098393
100ng/ml VEGF165 (UACC-893)	UACC-893	VEGF165	100ng/ml	21870.56132	30906.02671	14122.71472	2073.098393	2073.098393	2073.098393
1ng/ml VEGF165 (ZR-75-1)	ZR-75-1	VEGF165	1ng/ml	2177.568011	3666.937233	3843.767965	2105.004396	3365.623218	806.5039514
100ng/ml VEGF165 (ZR-75-1)	ZR-75-1	VEGF165	100ng/ml	3740.349662	3843.039667	3820.608091	4450.326643	4011.233652	4260.408492
1ng/ml VEGF165 (ZR-75-30)	ZR-75-30	VEGF165	1ng/ml	4611.55326	7548.908245	6897.611914	11993.30029	15489.62106	16456.93262
100ng/ml VEGF165 (ZR-75-30)	ZR-75-30	VEGF165	100ng/ml	4611.918952	5629.516139	7833.781822	12739.00673	12589.76718	19348.4633
1ng/ml VEGF165 (184B5)	184B5	VEGF165	1ng/ml	5029.90942	5205.804542	6026.356479	14088.3662	8078.49161	8377.629325
100ng/ml VEGF165 (184B5)	184B5	VEGF165	100ng/ml	5570.573918	5217.27077	6277.498722	11228.42744	6600.933508	8582.55495
1ng/ml VEGF165 (HCC1187)	HCC1187	VEGF165	1ng/ml	13359.61327	15414.87044	15304.96364	248.3144238	248.3144238	248.3144238
100ng/ml VEGF165 (HCC1187)	HCC1187	VEGF165	100ng/ml	13723.15115	14712.87598	13851.37575	248.3144238	248.3144238	248.3144238
1ng/ml VEGF165 (HCC1500)	HCC1500	VEGF165	1ng/ml	1898.620993	3813.052899	2724.222891	3077.164256	3077.164256	3077.164256
100ng/ml VEGF165 (HCC1500)	HCC1500	VEGF165	100ng/ml	3435.328577	3646.901669	3897.962651	3077.164256	3077.164256	3077.164256
1ng/ml VEGF165 (MCF 10A)	MCF 10A	VEGF165	1ng/ml	1552.364371	2972.492239	2534.897292	3899.668489	1747.299447	1398.299593
100ng/ml VEGF165 (MCF 10A)	MCF 10A	VEGF165	100ng/ml	2862.417103	6925.798754	3111.759359	3804.969827	11062.22402	1849.621046
1ng/ml VEGF165 (MCF 10F)	MCF 10F	VEGF165	1ng/ml	2171.220036	2506.221395	1748.049544	1715.224062	2087.421591	407.4253875
100ng/ml VEGF165 (MCF 10F)	MCF 10F	VEGF165	100ng/ml	2515.31739	2971.460863	4005.096652	3657.222852	2185.718541	818.0736729
1ng/ml VEGF165 (MCF12A)	MCF12A	VEGF165	1ng/ml	1257.842585	3392.759585	2117.383968	13031.72918	7095.579131	6324.004883
100ng/ml VEGF165 (MCF12A)	MCF12A	VEGF165	100ng/ml	2651.812876	3484.690308	2400.541783	8485.230655	6694.786849	7116.122674
